positionOpenDate,positionTitle,appointmentType,maximumSalary,workSchedule,salaryType,state,clean_positionTitle,skill_set_0,skill_set_1,skill_set_2,year_month
2016-04-01,Pharmacist - FY16 - DH/NC,Multiple,0.0,Full-time,Per Year,Florida,pharmacist,0.6660456897140535,0.16698019875280973,0.1669741115331367,2016-04
2016-03-30,Dental Hygienist,Agency Employees Only,70103.0,Full-time,Per Year,Alabama,dental hygienist,0.111659821749905,0.7766458892235812,0.11169428902651388,2016-03
2016-04-06,IT Specialist (Data Management),Permanent,98669.0,Full-time,Per Year,New Jersey,data management,0.11557527994956687,0.4875286303648456,0.39689608968558754,2016-04
2016-04-04,Information Technology Specialist,Permanent,141555.0,Full-time,Per Year,District of Columbia,information technology,0.11118978471866493,0.1111919869679875,0.7776182283133476,2016-04
2017-03-01,BIOLOGIST,Permanent,114802.0,Full-time,Per Year,Georgia,biologist,0.6653668487224667,0.1673230172781473,0.16731013399938607,2017-03
2016-04-04,Business Manager,Permanent,160300.0,Full-time,Per Year,District of Columbia,business,0.6653597086090888,0.1673290028558348,0.16731128853507646,2016-04
2017-04-04,Accountant,Permanent,96538.0,Full-time,Per Year,Georgia,accountant,0.16682025023902627,0.1668330860620168,0.666346663698957,2017-04
2016-04-05,Program Analyst,Recent graduates,56790.0,Full-time,Per Year,District of Columbia,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-04
2016-04-04,Foreign Service Executive Officer (Backstop 03),Permanent,81086.0,Full-time,Per Year,District of Columbia,foreign service executive backstop,0.06814053469130414,0.8651183344696615,0.06674113083903441,2016-04
2016-04-05,Airway Transportation Systems Specialist ,Permanent,108395.0,Full-time,Per Year,California,airway transportation systems,0.08351452127543485,0.4333452448581298,0.48314023386643534,2016-04
2016-04-08,Program Manager ,Multiple,109781.0,Intermittent,Per Year,Washington,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-04
2016-04-25,Surgical Nocturnist (Hospitalist),Permanent,264000.0,Multiple Schedules,Per Year,New York,surgical nocturnist hospitalist,0.3588867180445684,0.5574147193667847,0.08369856258864686,2016-04
2016-04-08,Acquisition Management Specialist,Multiple,77019.0,Intermittent,Per Year,Washington,acquisition management,0.11642885829764453,0.4954595183478553,0.3881116233545003,2016-04
2016-04-05,Foreign Affairs Specialist,Permanent,133444.0,Full-time,Per Year,,foreign affairs,0.11126391678672708,0.4452556281282202,0.4434804550850526,2016-04
2016-04-06,Electronics Technician,Permanent,67183.0,Full-time,Per Year,Oregon,electronics technician,0.77513128118975,0.11359404917932373,0.11127466963092611,2016-04
2016-04-15,Safety & Occupational Health Manager ,Multiple,109781.0,Intermittent,Per Year,Washington,safety occupational health,0.08907384487983333,0.825751894261616,0.08517426085855066,2016-04
2016-04-07,Biological Science Technician,Multiple,52043.0,Intermittent,Per Year,Washington,biological science technician,0.8295124175591876,0.08480895506786507,0.08567862737294737,2016-04
2016-04-06,Physician (Urgent Care),Permanent,215000.0,Multiple Schedules,Per Year,New Hampshire,physician urgent care,0.0883013936211236,0.08354908599779524,0.8281495203810811,2016-04
2017-06-07,Surface Maintenance Mechanic,Temporary,28.84,Full-time,Per Hour,Colorado,surface maintenance mechanic,0.08355315816837756,0.0835765561992653,0.8328702856323571,2017-06
2016-02-29,Optometrist,Permanent,155073.0,Full-time,Per Year,Texas,optometrist,0.16688075173901215,0.6662277964549287,0.16689145180605913,2016-02
2016-04-07,PHYSICIAN (OCCUPATIONAL MEDICINE),Permanent,240000.0,Full-time,Per Year,Washington,physician occupational medicine,0.09004555216194525,0.09773370935070466,0.8122207384873501,2016-04
2017-02-17,Medical Instrument Technician (UltraSound),Agency Employees Only,66109.0,Full-time,Per Year,Ohio,medical instrument technician ultrasound,0.8658182322331273,0.06741682935448887,0.06676493841238391,2017-02
2017-04-06,File Clerk (Scanner),Temporary,37551.0,Full-time,Per Year,Missouri,file clerk scanner,0.08359532431370914,0.8327932009761669,0.08361147471012396,2017-04
2016-04-07,Human Resources Specialist (Human Capital Strategy),Permanent,141555.0,Full-time,Per Year,District of Columbia,human resources human capital strategy,0.05571041591556535,0.8885696102900081,0.055719973794426475,2016-04
2016-04-08,"PHYSICIAN - PRIMARY CARE - Elmira, NY",Permanent,215000.0,Full-time,Per Year,New York,physician primary care elmira,0.06944678029666737,0.0668030455252277,0.863750174178105,2016-04
2016-04-11,PUBLIC AFFAIRS SPECIALIST,Multiple,92316.0,Intermittent,Per Year,Washington,public affairs,0.1112275902622345,0.1112533087550155,0.77751910098275,2016-04
2016-04-11,Physician (Primary Care),Permanent,262000.0,Full-time,Per Year,California,physician primary care,0.08803269925073526,0.0833656856826261,0.8286016150666387,2016-04
2016-04-12,Economist,Multiple,109781.0,Intermittent,Per Year,Washington,economist,0.16702657278822916,0.6659244944898658,0.16704893272190505,2016-04
2016-04-08,Airport Certification and Safety Inspector,Permanent,101927.0,Full-time,Per Year,California,airport certification safety,0.08395509920656352,0.3518065686150339,0.5642383321784026,2016-04
2016-04-18,For All FBI Positions - Please apply for all FBI Positions on www.fbijobs.gov ,Permanent,100000.0,Full-time,Per Year,,fbi positions please apply fbi positions www fbijobs gov,0.03349625773960488,0.03350982853779337,0.9329939137226018,2016-04
2017-03-14,"Supervisory Interdisciplinary Scientist, 0405/1320-15",Permanent,160300.0,Full-time,Per Year,Maryland,supervisory interdisciplinary scientist,0.8266470153339448,0.08340228500140358,0.08995069966465155,2017-03
2016-04-13,Electric Power Controller,Multiple,30.74,Intermittent,Per Hour,Washington,electric power controller,0.08824102268956527,0.0839403749333823,0.8278186023770524,2016-04
2016-04-13,Engineering Technician,Multiple,52043.0,Intermittent,Per Year,Washington,engineering technician,0.30190333293610205,0.5866627379638982,0.11143392909999977,2016-04
2017-03-17,Physician - Psychiatrist - Iron Mountain,Permanent,300000.0,Full-time,Per Year,Michigan,physician psychiatrist iron mountain,0.07046982821320999,0.06692388245146197,0.8626062893353281,2017-03
2016-04-11,"Physician, Neurologist",Permanent,264000.0,Full-time,Per Year,Arkansas,physician neurologist,0.12257211112453577,0.11153933435974427,0.76588855451572,2016-04
2017-04-01,MASON HELPER WG-3603-5,Term,23.68,Full-time,Per Hour,Hawaii,mason helper,0.12175708623717314,0.7663234117969184,0.11191950196590862,2017-04
2016-04-11,Maintenance Mechanic Leader NL-10,Permanent,26.8,Full-time,Per Hour,Hawaii,maintenance mechanic leader,0.08516060579734476,0.08346914213619094,0.8313702520664643,2016-04
2016-04-15,Maintenance Mechanic,Multiple,27.4,Intermittent,Per Hour,Washington,maintenance mechanic,0.11118364099939405,0.11119946706363946,0.7776168919369665,2016-04
2017-04-11,Student Trainee (Social Science Analyst),Internships,84044.0,Full-time,Per Year,District of Columbia,student trainee social science,0.0727745757477865,0.06901475274228515,0.8582106715099284,2017-04
2017-04-12,Medical Instrument Technician (Ultrasound),Multiple,65130.0,Full-time,Per Year,Missouri,medical instrument technician ultrasound,0.8658182322331273,0.06741682935448887,0.06676493841238391,2017-04
2017-04-12,Medical Instrument Technician (Ultrasound),Permanent,65130.0,Full-time,Per Year,Missouri,medical instrument technician ultrasound,0.8658182322331273,0.06741682935448887,0.06676493841238391,2017-04
2017-04-12,Facility Design and Project Management Specialist ,Permanent,99243.0,Full-time,Per Year,Colorado,facility design project management,0.8264988829312728,0.10659667349403572,0.06690444357469155,2017-04
