positionOpenDate,positionTitle,appointmentType,maximumSalary,workSchedule,salaryType,state,clean_positionTitle,skill_set_0,skill_set_1,skill_set_2,year_month
2016-02-01,Staff Assistant,Permanent,84044.0,Full-time,Per Year,District of Columbia,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-02
2016-04-01,Medical Officer/Supv Medical Officer (ES/MP) (Open Cont),Permanent,240000.0,Full-time,Per Year,North Dakota,medical supv medical cont,0.8654228721266167,0.0677547751743186,0.06682235269906452,2016-04
2016-05-01,Medical Officer (Peds) (ES/MP) (Open Cont),Permanent,215000.0,Full-time,Per Year,North Dakota,medical peds cont,0.8314461415178754,0.08507289382588132,0.08348096465624319,2016-05
2016-05-01,Medical Officer (OB/GYN) (ES/MP) (Open Cont),Permanent,240000.0,Full-time,Per Year,North Dakota,medical gyn cont,0.8312074433838483,0.08520195475201547,0.08359060186413626,2016-05
2016-05-01,Medical Officer (ER) (ES/MP) (Open Cont),Permanent,300000.0,Full-time,Per Year,North Dakota,medical cont,0.7742111803273253,0.11457514663332372,0.11121367303935102,2016-05
2016-02-01,Supervisory IT Specialist (Systems Administration) GS-2210-15-M-TG,Permanent,160300.0,Full-time,Per Year,District of Columbia,supervisory systems administration,0.583755065605313,0.09267343351818455,0.3235715008765025,2016-02
2016-02-01,Supervisory IT Specialist (Systems Administration) GS-2210-15-D-TG,Permanent,160300.0,Full-time,Per Year,District of Columbia,supervisory systems administration,0.583755065605313,0.09267343351818455,0.3235715008765025,2016-02
2016-02-01,"Project Management Specialist  GS-0301-09/11, Census-M-ADH",Permanent,84044.0,Full-time,Per Year,District of Columbia,project management adh,0.08896519737714183,0.8275387455836121,0.08349605703924615,2016-02
2016-02-01,"Project Management Specialist  GS-0301-09/11, Census-D-ADH",Permanent,84044.0,Full-time,Per Year,District of Columbia,project management adh,0.08896519737714183,0.8275387455836121,0.08349605703924615,2016-02
2016-02-01,"Supervisory Information Technology Specialist (Systems Analysis) GS-2210-15, Census-M-TG",Permanent,160300.0,Full-time,Per Year,District of Columbia,supervisory information technology systems analysis,0.223559898384274,0.056758478556184384,0.7196816230595416,2016-02
2016-02-04,Compliance Specialist,Permanent,141555.0,Full-time,Per Year,District of Columbia,compliance,0.16703831990273776,0.16706963169710692,0.6658920484001554,2016-02
2016-02-09,"REGISTERED NURSE, (DPP/PACU) (External)",Permanent,94434.0,Full-time,Per Year,Texas,registered nurse dpp pacu,0.06956114982103913,0.8630923830439422,0.0673464671350186,2016-02
2016-02-16,Auditor,Permanent,115867.0,Full-time,Per Year,Oregon,auditor,0.16685668074647633,0.6662888732723646,0.16685444598115892,2016-02
2016-02-10,Program Analyst,Permanent,122346.0,Full-time,Per Year,New York,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-02
2016-02-09,Nursing Assistant,Permanent,21.97,Part-time,Per Hour,District of Columbia,nursing,0.1672303177175919,0.6655035927537325,0.16726608952867564,2016-02
2016-02-09,Nursing Assistant,Permanent,21.97,Full-time,Per Hour,District of Columbia,nursing,0.1672303177175919,0.6655035927537325,0.16726608952867564,2016-02
2016-02-11,Psychologist (Compensation & Pension),Permanent,109781.0,Full-time,Per Year,Arizona,psychologist compensation pension,0.8323931434622636,0.0838092478977614,0.08379760863997501,2016-02
2016-02-12,Grants Assistant,Permanent,58802.0,Full-time,Per Year,New York,grants,0.16787765462182752,0.6641669590015922,0.16795538637658017,2016-02
2016-02-12,Management and Program Analyst,Permanent,99296.0,Full-time,Per Year,District of Columbia,management,0.17420889284498384,0.6590287816573406,0.16676232549767558,2016-02
2017-01-01,Medical Technologist (OCA)(DE),Multiple,64881.0,Full-time,Per Year,South Dakota,medical technologist oca,0.8317376280017074,0.08350297414815543,0.0847593978501371,2017-01
2017-01-01,Medical Technologist (OCA)(ESEP/MP),Multiple,64881.0,Full-time,Per Year,South Dakota,medical technologist oca,0.8317376280017074,0.08350297414815543,0.0847593978501371,2017-01
2016-04-01,Physician,Agency Employees Only,300000.0,Full-time,Per Year,South Carolina,physician,0.5975716907126821,0.16670437071532873,0.23572393857198914,2016-04
2016-02-12,Foreign Service  Education Officer (Backstop 60 ),Permanent,100070.0,Full-time,Per Year,District of Columbia,foreign service education backstop,0.06672249171546787,0.8665454588300543,0.06673204945447786,2016-02
2016-02-18,Quality Assurance Specialist (Mechanical) (Deployable),Permanent,82320.0,Full-time,Per Year,Pennsylvania,quality assurance mechanical deployable,0.865862369227608,0.06707278897653013,0.06706484179586185,2016-02
2016-02-12,Foreign Service Financial Management Officer  (Backstop 04),Permanent,81086.0,Full-time,Per Year,District of Columbia,foreign service financial management backstop,0.056142543950409865,0.7306498660901248,0.2132075899594653,2016-02
2016-02-15,Lead Medical Supply Technician,Permanent,52043.0,Full-time,Per Year,Georgia,medical supply technician,0.8101046261449776,0.08492369041650483,0.1049716834385176,2016-02
2017-02-16,Physician (Primary Care),Permanent,225000.0,Full-time,Per Year,Texas,physician primary care,0.08803269925073526,0.0833656856826261,0.8286016150666387,2017-02
2016-02-17,Correctional Program Officer,Permanent,139457.0,Full-time,Per Year,Colorado,correctional,0.1670368765035411,0.1670879449419732,0.6658751785544856,2016-02
2017-03-28,Optometrist - Fee Basis,Permanent,40.0,Intermittent,Fee Basis,North Carolina,optometrist fee basis,0.09412313245887147,0.8221199527444543,0.08375691479667424,2017-03
2017-05-01,Facility Management Specialist *DELETE*******,Permanent,100736.0,Full-time,Per Year,District of Columbia,facility management delete,0.7842594923729164,0.13206620990236792,0.08367429772471582,2017-05
2016-02-19,Administrative Assistant,Permanent,53677.0,Full-time,Per Year,North Carolina,administrative,0.16681635968319816,0.666358029632336,0.16682561068446589,2016-02
2017-02-03,Physician (Nephrologist),Permanent,264000.0,Full-time,Per Year,West Virginia,physician nephrologist,0.7670039445220771,0.11132964271736158,0.12166641276056127,2017-02
2017-02-25,Surgical Technician,Permanent,46901.0,Full-time,Per Year,Colorado,surgical technician,0.30614855189300316,0.582321263364359,0.11153018474263793,2017-02
2016-02-24,"Supervisory Survey Statistician, GS-1530-07/09/11/12, Census-CB-NW",Permanent,96538.0,Full-time,Per Year,Georgia,supervisory survey statistician,0.8311248478692916,0.08539274368350652,0.08348240844720188,2016-02
2016-03-14,Facility Operations Specialist ,Multiple,92316.0,Intermittent,Per Year,Washington,facility operations,0.4561689891923468,0.43240975757665673,0.11142125323099655,2016-03
2016-03-08,Physician (Spinal Cord Injury),Permanent,240000.0,Full-time,Per Year,Tennessee,physician spinal cord injury,0.06972714613603474,0.06702580269942916,0.863247051164536,2016-03
2017-02-25,Financial Systems Analyst,Permanent,95965.0,Full-time,Per Year,Ohio,financial systems,0.11121640289283505,0.11592110406472407,0.7728624930424408,2017-02
2016-09-30,"Aircraft Engine Mechanic, WG-8602-05/08/10",Permanent,24.34,Full-time,Per Hour,Texas,aircraft engine mechanic,0.08345178527026367,0.08345951237283934,0.833088702356897,2016-09
2016-02-29,Biologist/Toxicologist/Geneticist/Chemist,Permanent,133796.0,Full-time,Per Year,North Carolina,biologist toxicologist geneticist chemist,0.8657987032582259,0.0671049296166283,0.06709636712514586,2016-02
2016-03-02,Logistics Management Specialist ,Multiple,109781.0,Intermittent,Per Year,Washington,logistics management,0.113410747192,0.7753275292669976,0.11126172354100246,2016-03
2016-02-25,Foreign Private Enterprise Officer (Backstop 21),Permanent,100070.0,Full-time,Per Year,District of Columbia,foreign private enterprise backstop,0.06689684181673652,0.8661912495076878,0.06691190867557577,2016-02
2017-09-05,Transportation Security Officer (TSO),Permanent,22.33,Part-time,Per Hour,Utah,transportation security tso,0.08339160673195889,0.08393834070708557,0.8326700525609555,2017-09
2016-03-02,Educational Technician (Office Automation),Permanent,52043.0,Full-time,Per Year,Virginia,educational technician office automation,0.8582374942955988,0.07490254078116011,0.06685996492324095,2016-03
2016-02-26,Foreign Service Economist Officer  (Backstop 11),Permanent,100070.0,Full-time,Per Year,District of Columbia,foreign service economist backstop,0.06672238269381153,0.866545597643734,0.06673201966245448,2016-02
2016-03-01,"Trades Helper (Linehandler Relief) - WG - 5201 - 05 (Open to Status, VEOA and NC Eligibles)  BP-SR",Permanent,25.4,Full-time,Per Hour,New York,trades helper linehandler relief veoa eligibles,0.9016589777525806,0.04915986124823739,0.049181160999181996,2016-03
2016-03-01,Secretary,Permanent,58802.0,Full-time,Per Year,New Jersey,secretary,0.16681972991964225,0.16683247331716397,0.6663477967631938,2016-03
2016-05-06,Staff Chaplain (Roman Catholic),Permanent,95965.0,Part-time,Per Year,Missouri,chaplain roman catholic,0.08359278034305556,0.08361426835340496,0.8327929513035395,2016-05
2017-03-01,IT SPECIALIST (PLCYPLN),Permanent,72366.0,Full-time,Per Year,Tennessee,plcypln,0.6638354360500494,0.168096668878795,0.16806789507115555,2017-03
2017-02-02,MEDICAL OFFICER (FP/IM/PEDS) - LOCUM/PRN,Temporary,103.01,Intermittent,Per Hour,Oregon,medical peds,0.7773481009921276,0.11132750017085274,0.11132439883701972,2017-02
2016-03-01,"Supervisory Survey Statistician (Field), GS-1530-12, Census, MP-MMW",Permanent,104304.0,Full-time,Per Year,New York,supervisory survey statistician field mmw,0.887706869283692,0.05651684888752682,0.05577628182878105,2016-03
2016-03-01,"Physician, Medical Officer of the Day (MOD, Fee Basis)",Temporary,150200.0,Intermittent,Per Year,Arkansas,physician medical day mod fee basis,0.9004868853893202,0.05049776456605575,0.049015350044624144,2016-03
2016-03-02,"Aviation Safety Inspector (OPS), Training Center  Partial Program Manager",Permanent,109781.0,Full-time,Per Year,Florida,aviation safety ops training center partial,0.04769252931110955,0.9046102481823379,0.04769722250655253,2016-03
2017-03-02,Health Science Specialist,Multiple,92316.0,Full-time,Per Year,Alabama,health science,0.7644953756624413,0.11983481367752538,0.1156698106600332,2017-03
2016-03-03,Supervisory Auditor-DE,Permanent,141555.0,Full-time,Per Year,District of Columbia,supervisory auditor,0.44632073480921663,0.4424134092341145,0.11126585595666887,2016-03
2016-03-03,"Child and Youth Program Assistant, CY 01/02, Summer Hire",Intermittent,13.85,Intermittent,Per Hour,Puerto Rico,child youth summer,0.8320610777433216,0.08397577104909737,0.08396315120758108,2016-03
2017-01-03,NURSE PRACTITIONER (LOCUM/PRN),Temporary,47.6,Intermittent,Per Hour,Oregon,nurse practitioner,0.7658269783951012,0.12149883897830395,0.11267418262659495,2017-01
2016-09-19,Physician (Psychiatrist) - Deputy Clinical Executive,Permanent,250000.0,Full-time,Per Year,Texas,physician psychiatrist clinical executive,0.8342168027330699,0.07168480306513718,0.0940983942017929,2016-09
2016-03-04,"Computer Scientist, ZP-1550-IV (GS-13/14 Equivalent) Direct Hire",Term,141555.0,Full-time,Per Year,Maryland,computer scientist,0.7613615600579896,0.1112507466099413,0.12738769333206917,2016-03
2017-03-03,Social Worker-(MHRRTP),Permanent,77019.0,Full-time,Per Year,Wyoming,social worker mhrrtp,0.08359033054680157,0.8231744755352226,0.09323519391797579,2017-03
2016-03-04,"Human Resources Assistant, GS-0203-05/06, Census-M-TST",Permanent,51102.0,Full-time,Per Year,District of Columbia,human resources tst,0.08353945407497582,0.8329082168626296,0.08355232906239461,2016-03
2017-03-02,Supervisory General Engineer/Architect (Director Project Delivery),Permanent,160300.0,Full-time,Per Year,Maryland,supervisory engineer architect project delivery,0.886648084843046,0.05760213274804595,0.05574978240890794,2017-03
2017-04-18,Boiler Plant Worker,Permanent,22.37,Full-time,Per Hour,Alabama,boiler plant worker,0.08371281848233303,0.8325507740379938,0.08373640747967317,2017-04
2016-03-09,"Physician, Patient Aligned Care Team (PACT) ",Permanent,215000.0,Full-time,Per Year,South Dakota,physician patient aligned care team pact,0.7323418857166146,0.04845220924113433,0.21920590504225107,2016-03
2017-03-07,Secretary (OA),Permanent,57919.0,Full-time,Per Year,Indiana,secretary,0.16681972991964225,0.16683247331716397,0.6663477967631938,2017-03
2016-03-07,Staff Nurse (Medicine & Inpatient),Permanent,121883.0,Full-time,Per Year,California,nurse medicine inpatient,0.20711371823631808,0.11381062002152931,0.6790756617421526,2016-03
2016-03-08,PHYSICIAN (UROLOGIST),Permanent,325000.0,Full-time,Per Year,Pennsylvania,physician urologist,0.7672287972342343,0.11125679974127678,0.12151440302448877,2016-03
2017-03-25,Supervisory Medical Administration Specialist,Permanent,103053.0,Full-time,Per Year,California,supervisory medical administration,0.8331660718421352,0.08341219296292642,0.08342173519493835,2017-03
2016-03-08,Physician-Pulmonologist,Permanent,240000.0,Full-time,Per Year,Iowa,physician pulmonologist,0.7670039560009722,0.11132964220195858,0.12166640179706932,2016-03
2016-03-08,"RANGE/FORESTRY TECHNICIAN (FIRE), GS-0455/0462-8/9",Permanent,71058.0,Full-time,Per Year,California,range forestry technician fire,0.26841588125771176,0.07045912994321275,0.6611249887990753,2016-03
2016-04-11,Interdisciplinary ,Permanent,92316.0,Full-time,Per Year,Alabama,interdisciplinary,0.6662599281306273,0.16687194638124142,0.16686812548813132,2016-04
2017-03-09,NP Home Based Primary Care Eureka CBOC,Permanent,151995.0,Full-time,Per Year,California,home based primary care eureka cboc,0.04785994736184794,0.4419774487134494,0.5101626039247027,2017-03
2016-03-11,Maintenance Management Specialist ,Multiple,92316.0,Intermittent,Per Year,Washington,maintenance management,0.11623040687125445,0.44093573195877916,0.4428338611699663,2016-03
2016-03-15,Park Ranger,Multiple,77019.0,Intermittent,Per Year,Washington,park ranger,0.11187550981850879,0.11194017381876532,0.7761843163627259,2016-03
2016-03-10,"Supervisory Contract Specialist, GS-1102-14 (Direct Hire)",Permanent,145629.0,Full-time,Per Year,Missouri,supervisory,0.6665735053951254,0.1667152379265428,0.16671125667833175,2016-03
2016-03-11,Civil Engineer (Hydraulics),Permanent,97927.0,Full-time,Per Year,Minnesota,civil engineer hydraulics,0.833053158541203,0.08347359210129858,0.08347324935749847,2016-03
2016-03-11,Civil Engineer (Hydraulics),Permanent,97927.0,Full-time,Per Year,Minnesota,civil engineer hydraulics,0.833053158541203,0.08347359210129858,0.08347324935749847,2016-03
2017-03-04,Behavioral Scientist,Permanent,96538.0,Full-time,Per Year,Georgia,behavioral scientist,0.12105216545296499,0.1627605723461967,0.7161872622008384,2017-03
2016-03-11,Physician (Gastroenterologist),Permanent,310000.0,Full-time,Per Year,Idaho,physician gastroenterologist,0.7670039459586357,0.11132964265282443,0.12166641138853987,2016-03
2016-03-17,Clinical Psychologist,Permanent,92316.0,Full-time,Per Year,,clinical psychologist,0.7774682445250256,0.1112703403379453,0.11126141513702908,2016-03
2016-03-17,Medical Officer,Permanent,160300.0,Full-time,Per Year,,medical,0.6665815283638364,0.16670786865482837,0.1667106029813352,2016-03
2016-03-17,Medical Officer,Permanent,240000.0,Full-time,Per Year,,medical,0.6665815283638364,0.16670786865482837,0.1667106029813352,2016-03
2016-03-17,Physician Assistant,Permanent,84193.0,Full-time,Per Year,,physician,0.5975716907126821,0.16670437071532873,0.23572393857198914,2016-03
2016-03-17,Clinical Nurse,Permanent,71901.0,Full-time,Per Year,,clinical nurse,0.7658873504458917,0.12147419600105813,0.11263845355305012,2016-03
2016-03-17,Correctional Officer,Permanent,52834.0,Full-time,Per Year,,correctional,0.1670368765035411,0.1670879449419732,0.6658751785544856,2016-03
2016-03-17,Nurse Practitioner,Permanent,84193.0,Full-time,Per Year,,nurse practitioner,0.7658269783951012,0.12149883897830395,0.11267418262659495,2016-03
2016-03-17,Dental Officer,Permanent,122885.0,Full-time,Per Year,,dental,0.16722652192310858,0.6655116663242097,0.1672618117526817,2016-03
2016-03-17,Medical Officer,Permanent,160300.0,Full-time,Per Year,,medical,0.6665815283638364,0.16670786865482837,0.1667106029813352,2016-03
2016-03-11,Staff Chaplain (Roman Catholic),Permanent,36.9,Intermittent,Per Hour,Missouri,chaplain roman catholic,0.08359278034305556,0.08361426835340496,0.8327929513035395,2016-03
2016-03-14,"Contract Specialist, GS-1102-14 (Direct Hire)",Permanent,145629.0,Full-time,Per Year,Missouri,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-03
2016-03-16,"Contract Specialist, GS-1102-13/14 (Direct Hire)",Permanent,145629.0,Full-time,Per Year,Missouri,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-03
2016-03-22,"Contract Specialist, GS-1102-13 (Direct Hire)",Permanent,123234.0,Full-time,Per Year,Colorado,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-03
2016-03-18,"Contract Specialist, GS-1102-09/11/12 (Direct Hire)",Permanent,103639.0,Full-time,Per Year,Colorado,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-03
2016-03-14,Interdisciplinary GS-****-13,Multiple,109781.0,Intermittent,Per Year,Washington,interdisciplinary,0.6662599281306273,0.16687194638124142,0.16686812548813132,2016-03
2016-09-26,Human Resources Assistant (Info Sys/OA),Permanent,50070.0,Full-time,Per Year,Washington,human resources info sys,0.06689481505051229,0.8661961747116677,0.06690901023782009,2016-09
2016-03-17,Program Analyst,Multiple,109781.0,Intermittent,Per Year,Washington,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-03
2016-03-15,Aviation Safety Inspector (Airworthiness),Permanent,109781.0,Full-time,Per Year,North Carolina,aviation safety airworthiness,0.08340095743180936,0.833193460873989,0.08340558169420156,2016-03
2016-03-16,Auditor,Multiple,92316.0,Intermittent,Per Year,Washington,auditor,0.16685668074647633,0.6662888732723646,0.16685444598115892,2016-03
2017-07-12,Physician - Program Manager - Orthopedic Surgery ,Permanent,388850.0,Full-time,Per Year,Missouri,physician orthopedic surgery,0.11394193805531881,0.08366453612835392,0.8023935258163273,2017-07
2017-07-12,Physician - Program Manger - Cardiaothoracic Surgery,Permanent,388850.0,Full-time,Per Year,Missouri,physician manger cardiaothoracic surgery,0.5227341139448269,0.40094678689444885,0.07631909916072423,2017-07
2016-03-18,Auditor,Multiple,109781.0,Intermittent,Per Year,Washington,auditor,0.16685668074647633,0.6662888732723646,0.16685444598115892,2016-03
2016-03-15,SUPERVISORY POLICE OFFICER,Permanent,57631.0,Full-time,Per Year,Kansas,supervisory police,0.7775531866311495,0.11122493978183702,0.11122187358701337,2016-03
2016-03-16,Environmental Protection Specialist,Permanent,120312.0,Full-time,Per Year,Alaska,environmental protection,0.11228517576120968,0.39133885356401266,0.4963759706747777,2016-03
2016-03-18,Clinical Nurse,Permanent,83628.0,Full-time,Per Year,Massachusetts,clinical nurse,0.7658873504458917,0.12147419600105813,0.11263845355305012,2016-03
2016-03-14,Housekeeping Aid WG-01 target 02,Agency Employees Only,24.04,Full-time,Per Hour,New York,housekeeping aid target,0.8273665601046711,0.083975087482815,0.0886583524125138,2016-03
2016-05-26,Registered Respiratory Therapist (GEC),Permanent,57631.0,Full-time,Per Year,Alabama,registered respiratory therapist gec,0.06688073896025652,0.8639199921482947,0.06919926889144881,2016-05
2016-03-16,Master Transportation Security Officer - Behavior Detection Officer (BDO),Permanent,62975.0,Full-time,Per Year,Florida,master transportation security behavior detection bdo,0.04783337089664108,0.04800600712118479,0.9041606219821742,2016-03
2017-03-17,Self Assessment Monitor,Permanent,69688.0,Full-time,Per Year,Rhode Island,self assessment monitor,0.08387959267348048,0.8322064374149443,0.0839139699115752,2017-03
2016-03-21,PUBLIC AFFAIRS SPECIALIST,Multiple,77019.0,Intermittent,Per Year,Washington,public affairs,0.1112275902622345,0.1112533087550155,0.77751910098275,2016-03
2017-01-01,"Police Officer, 5/6/7 TEST ",Permanent,57381.0,Full-time,Per Year,Oklahoma,police,0.6660446243232774,0.1669805729770254,0.16697480269969714,2017-01
2017-06-13,Social Insurance Specialist (Claims Specialist) ,Agency Employees Only,57090.0,Full-time,Per Year,Illinois,social insurance claims,0.08350870024105285,0.08589842371149044,0.8305928760474568,2017-06
2016-03-18,Physician - Hospitalist (Nocturnist),Permanent,260000.0,Full-time,Per Year,Arkansas,physician hospitalist nocturnist,0.7180804755782177,0.1925812472863161,0.08933827713546616,2016-03
2017-03-10,Information Technology Specialist (InfoSec) ,Permanent,139523.0,Full-time,Per Year,District of Columbia,information technology infosec,0.08342784463294005,0.08343353717793443,0.8331386181891255,2017-03
2016-03-17,Assistant Deputy Director,Permanent,141555.0,Full-time,Per Year,District of Columbia,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-03
2017-04-04,Physician Chief Gastroenterologist,Permanent,400000.0,Full-time,Per Year,Arkansas,physician gastroenterologist,0.7670039459586357,0.11132964265282443,0.12166641138853987,2017-04
2016-03-18,Foreign Service Population/Health/Nutrition (PHN) Officer (Backstop 50),Permanent,100070.0,Full-time,Per Year,District of Columbia,foreign service population health nutrition phn backstop,0.042842626150245214,0.9153512791357752,0.04180609471397953,2016-03
2017-03-18,Supply Technician,Agency Employees Only,56767.0,Full-time,Per Year,California,supply technician,0.6479971844548162,0.11491189097113334,0.23709092457405032,2017-03
2017-03-07,POWERED SUPPORT SYSTEMS MECHANIC,Permanent,27.62,Full-time,Per Hour,Oregon,powered support systems mechanic,0.06727820137269405,0.06800635271693976,0.8647154459103662,2017-03
2016-03-18,PSYCHIATRIST,Permanent,200000.0,Full-time,Per Year,Missouri,psychiatrist,0.1750586447127276,0.1668591393153661,0.6580822159719063,2016-03
2016-03-30,Computer Engineer/Electronics Engineer/Computer Scientist,Permanent,119794.0,Full-time,Per Year,Arizona,computer engineer electronics engineer computer scientist,0.9030437282144818,0.04766714707230727,0.04928912471321102,2016-03
2017-03-18,Audit Liaison Specialist,Permanent,141555.0,Full-time,Per Year,District of Columbia,audit liaison,0.11187550982853625,0.11194017385636587,0.7761843163150978,2017-03
2016-03-21,Foreign Affairs Specialist,Permanent,133444.0,Full-time,Per Year,,foreign affairs,0.11126391678672708,0.4452556281282202,0.4434804550850526,2016-03
2016-03-31,Secretary (Typing),Permanent,56790.0,Full-time,Per Year,District of Columbia,secretary typing,0.11133706115291006,0.11135590141858422,0.7773070374285057,2016-03
2017-03-23,Physician (Thoracic Surgeon - Scientist),Permanent,375000.0,Full-time,Per Year,California,physician thoracic surgeon scientist,0.07198068177384809,0.06683735508990751,0.8611819631362445,2017-03
2017-03-20,Medical Laboratory Technician/ Phlebotomist,Permanent,46260.0,Intermittent,Per Year,California,medical laboratory technician phlebotomist,0.49957543389290154,0.06841473672672942,0.432009829380369,2017-03
2017-02-24,Supervisory Logistics Management Specialist,Permanent,160300.0,Full-time,Per Year,Virginia,supervisory logistics management,0.3677490491662715,0.5487805526919691,0.08347039814175944,2017-02
2017-03-22,ADVANCED MEDICAL SUPPORT ASSISTANT(PACT TEAM 12),Agency Employees Only,48637.0,Full-time,Per Year,Ohio,advanced medical support pact team,0.8776499276008828,0.05565441415086686,0.06669565824825036,2017-03
2016-03-24,Program Manager,Multiple,129723.0,Intermittent,Per Year,Washington,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-03
2016-03-22,Physician (Cardiologist),Permanent,300000.0,Full-time,Per Year,West Virginia,physician cardiologist,0.7664533320575164,0.11156462696845167,0.12198204097403197,2016-03
2016-03-31,"Food and Beverage Attendant (Snack Bar), NA-02",Intermittent,8.96,Intermittent,Per Hour,North Carolina,food beverage attendant snack bar,0.055851714692035835,0.8882780754075025,0.0558702099004617,2016-03
2016-03-28,Safety & Occupational Health Manager,Multiple,129723.0,Intermittent,Per Year,Washington,safety occupational health,0.08907384487983333,0.825751894261616,0.08517426085855066,2016-03
2016-03-31,Secretary (Typing),Permanent,56790.0,Full-time,Per Year,District of Columbia,secretary typing,0.11133706115291006,0.11135590141858422,0.7773070374285057,2016-03
2016-03-23,HKA Non-Competitve Announcement - Pay Plan WG,Agency Employees Only,14.98,Multiple Schedules,Per Hour,Iowa,hka non competitve pay plan,0.8853050779598545,0.05595581619630783,0.058739105843837694,2016-03
2016-03-23,Physician (Hospitalist),Permanent,240000.0,Full-time,Per Year,Arizona,physician hospitalist,0.767526134759881,0.11116159611215157,0.12131226912796743,2016-03
2016-03-29,Physician - Internal Medicine/Primary Care/Family Practice,Permanent,225000.0,Full-time,Per Year,Wisconsin,physician internal medicine primary care family practice,0.04291014090079132,0.04178103009905695,0.9153088290001518,2016-03
2016-03-29,Physician - Hematology/Oncology,Permanent,348000.0,Full-time,Per Year,Wisconsin,physician hematology oncology,0.8281320292749811,0.08365156807966119,0.0882164026453577,2016-03
2016-03-29,Auditor,Permanent,115867.0,Full-time,Per Year,Oregon,auditor,0.16685668074647633,0.6662888732723646,0.16685444598115892,2016-03
2016-03-24,MARKETING SPECIALIST (E-COMMERCE) NF-03,Permanent,42500.0,Full-time,Per Year,Hawaii,marketing commerce,0.11186043810644652,0.776231772036206,0.11190778985734755,2016-03
2016-03-24,Foreign Service Engineering Officer (Backstop 25),Permanent,81086.0,Full-time,Per Year,District of Columbia,foreign service engineering backstop,0.06672443599558563,0.8665434737102498,0.06673209029416456,2016-03
2016-03-24,Deputy Director,Permanent,163434.0,Full-time,Per Year,District of Columbia,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-03
2017-03-01,Accountant,Permanent,81219.0,Full-time,Per Year,Delaware,accountant,0.16682025023902627,0.1668330860620168,0.666346663698957,2017-03
2016-03-22,Physician (Infectious Disease)-DH,Multiple,215000.0,Multiple Schedules,Per Year,Alabama,physician infectious disease,0.31503550837708133,0.5690928831400824,0.11587160848283619,2016-03
2016-03-23,Physician (General Internal Medicine)-DH,Multiple,215000.0,Multiple Schedules,Per Year,Alabama,physician internal medicine,0.08979145283373499,0.08346201959877422,0.8267465275674908,2016-03
2016-03-25,Electrical Engineer,Permanent,122706.0,Full-time,Per Year,California,electrical engineer,0.7773313537269934,0.1113340307323985,0.11133461554060815,2016-03
2016-08-29,CLINICAL PHARMACIST SPECIALIST (ONCOLOGY),Permanent,115700.0,Full-time,Per Year,Louisiana,clinical pharmacist oncology,0.8329866026550429,0.0835086430488993,0.08350475429605791,2016-08
2016-03-24,Physician (Hospitalist)-Direct Hire,Agency Employees Only,240000.0,Multiple Schedules,Per Year,Alabama,physician hospitalist,0.767526134759881,0.11116159611215157,0.12131226912796743,2016-03
2016-03-25,Physician Assistant (Juneau CBOC),Permanent,120159.0,Part-time,Per Year,Alaska,physician juneau cboc,0.08838009227438476,0.0836104898972057,0.8280094178284095,2016-03
2016-03-30,Budget Analyst,Multiple,109781.0,Intermittent,Per Year,Washington,budget,0.18167499532353473,0.6513691327009549,0.16695587197551043,2016-03
2016-03-25,Physician (Allergists)-DH,Multiple,215000.0,Multiple Schedules,Per Year,Alabama,physician allergists,0.12257211342910536,0.11153933454129152,0.7658885520296032,2016-03
2016-04-01,Food Service Worker  NA-02,Intermittent,9.36,Intermittent,Per Hour,North Carolina,food service worker,0.08339341903668948,0.8332004288387546,0.08340615212455595,2016-04
2016-03-28,Program Analyst,Permanent,119794.0,Full-time,Per Year,District of Columbia,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2016-03
2016-04-04,Psychiatrist (Physician),Permanent,240000.0,Full-time,Per Year,South Dakota,psychiatrist physician,0.12670656137359645,0.1111841896628793,0.7621092489635242,2016-04
2017-03-01,Supervisory Information Technology Specialist ,Agency Employees Only,100429.0,Full-time,Per Year,Michigan,supervisory information technology,0.3335484515604768,0.08341818228244109,0.5830333661570821,2017-03
2016-04-11,Assistant Director of Compliance,Permanent,160300.0,Full-time,Per Year,District of Columbia,compliance,0.16703831990273776,0.16706963169710692,0.6658920484001554,2016-04
2017-03-31,Education Training Technician,Permanent,62863.0,Full-time,Per Year,California,education training technician,0.11807526990879214,0.7983928329434801,0.08353189714772781,2017-03
2016-03-31,Student Trainee (Physical Scientist) GS-1399-07 (PTI - LS),Internships,52043.0,Full-time,Per Year,South Dakota,student trainee physical scientist pti,0.05690329705263408,0.05613809169919545,0.8869586112481705,2016-03
2019-04-22,Attorney,Multiple,160300.0,Multiple Schedules,Per Year,District of Columbia,attorney,0.6660498716938413,0.16697806463800177,0.1669720636681568,2019-04
